股票代码,主营业务,产品类型,产品名称,经营范围,股票名称
002728,中成药品、化学制剂药品、化学原料药的研发、生产和销售。,中成药、化学药制剂、化学原料药,止咳宝片、感冒灵颗粒、血塞通分散片、银杏叶分散片、益心舒颗粒、铝碳酸镁咀嚼片、枫蓼肠胃康片、奥美拉唑肠溶胶囊、皮肤病血毒丸、小儿咳喘灵颗粒、金匮肾气片、降糖舒丸、独活寄生颗粒、脑乐静胶囊,医药制造业（凭有效《药品生产许可证》经营）；保健品生产；医疗器械、日用品批发；技术服务；房屋租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,特一药业
600689,进出口贸易、安防服务及园区物业租赁管理。,纺织品、钢材、机械五金、保安服务业,纺织品、钢材、机械五金、保安服务业,在国家允许投资的领域依法进行投资；公司自有房产的对外租赁、物业管理；生产毛条、毛纱、纺织品及服装，销售自产产品及相关业务的技术咨询；软件、网站设计与开发、网页制作，系统集成、企业信息化的技术管理服务；矿产品（含铁矿石）、金属材料（贵金属除外）、钢材的批发；预包装食品（不含熟食卤味、冷冻冷藏）、乳制品（含婴幼儿配方乳粉）（食品限批发非实物方式）、食用农产品（粮食、生猪、牛、羊等家畜产品除外）、通信设备及相关产品、计算机软硬件（音响制品、电子出版物等除外）、日用百货、工艺品（文物除外）、五金交电、建材（水泥除外）、装潢材料、汽车配件、化妆品、文化用品、钟表眼镜（隐形眼镜除外）、照相器材、珠宝首饰（毛钻、裸钻除外）、一类医疗器械的批发、网上零售、进出口、佣金代理（拍卖除外）以及售后服务；通信设备（专控除外）的维修；仓储（食品、危险品除外）；票务代理（航空票务代理除外）。（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请；依法须经批准的项目，经相关部门批准后方可开展经营活动）,上海三毛
001208,电线电缆的研发、生产及销售。,电力电缆、电气装备用电缆、特种电缆、裸导线,电力电缆、电气装备用电缆、特种电缆、裸导线,许可项目：电线、电缆制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：电线、电缆经营；电工器材制造；电工器材销售；光纤制造；光纤销售；光通信设备制造；光通信设备销售；光电子器件制造；光电子器件销售；计算机软硬件及外围设备制造；机械电气设备制造；机械电气设备销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；非居住房地产租赁；普通货物仓储服务（不含危险化学品等需许可审批的项目）；电气设备修理；进出口代理；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,华菱线缆
002162,建材业务、大康养业务、城市更新业务等。,瓷砖-大理石、瓷砖-玻化石、瓷砖-仿古砖、瓷砖-瓷片、瓷砖-其他、生态建材、大康养、城市更新,瓷砖-大理石、瓷砖-玻化石、瓷砖-仿古砖、瓷砖-瓷片、瓷砖-其他、生态建材、大康养、城市更新,养老机构业务，为老年人提供社区托养、居家照护等社区养老服务；医疗企业管理咨询（不得从事诊疗活动、心理咨询）、健康管理咨询（不得从事诊疗活动、心理咨询）、投资管理咨询、企业管理咨询（咨询类项目除经纪）、会议及展览服务、市场营销策划；从事健康环境科技及医用产品技术领域内的技术开发、自有技术转让、并提供技术咨询及技术服务；生产销售精密陶瓷，建筑陶瓷，卫生陶瓷，配套件，高性能功能陶瓷产品，室内外建筑装潢五金和超硬工具，建筑保温材料及其他隔热、隔音、防火等建筑材料，销售自产产品并提供产品技术服务；在上海市闵行区三鲁公路2121号内从事自有房屋出租；机器设备租赁。（涉及许可证、专项规定、质检、安检等管理要求的，需按照国家有关规定取得相应许可后开展经营业务）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,悦心健康
300804,农药原药、中间体、制剂的研发、生产和销售。,原药、制剂、中间体,灭菌丹、克菌丹、噻呋酰胺、土菌灵、萎锈灵、联苯肼酯、甲氧虫酰肼、甜菜宁、甜菜安、乙氧呋草黄,生产、销售：农药化工原料、农药中间体(凭安全生产许可证经营)、农药(凭许可证经营)、生物农药(凭许可证经营)，研究和开发新型农药产品，自营和代理各类农药化工产品及技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),广康生化
000042,地产开发、酒店经营、物业服务、商业管理。,房地产、物业服务、酒店餐饮、建筑施工,房地产、物业服务、酒店餐饮、建筑施工,房地产开发及商品房的销售、管理；承接建筑安装工程；自有物业租赁。,中洲控股
600255,高性能、高精密度铜合金板带、合金箔、汽车用电线及高速铜缆产品的研发、生产和销售。,铜基合金、电线电缆,黄铜、高铜、青铜、锌白铜带材、黄铜箔以及其回流镀锡、热浸镀锡带材、ACC/AEC高速铜连接,一般项目：有色金属合金制造；有色金属合金销售；金属表面处理及热处理加工；有色金属压延加工；有色金属铸造；金属材料制造；金属材料销售；金属切削加工服务；电镀加工；机械电气设备制造；机械电气设备销售；电子专用材料研发；电子专用材料制造；电子专用材料销售；锻件及粉末冶金制品制造；锻件及粉末冶金制品销售；电工器材制造；电工器材销售；高性能有色金属及合金材料销售；新材料技术研发；新型金属功能材料销售；自有资金投资的资产管理服务；以自有资金从事投资活动（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：技术进出口；货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,鑫科材料
002172,医疗产业、医药流通业务、生物科技业务、数字技术业务。,医疗服务、医药物流,医疗服务、医药物流,健康产业领域的投资、开发；粘胶纤维及粘胶纤维制品、可降解纤维、功能性纤维制造、销售、纺织原料、纺织品、化工产品销售，蒸汽热供应，电力生产，自营和代理各类商品及技术的进出口业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）,澳洋健康
603628,分布式光伏支架、固定光伏支架及智能光伏跟踪器的研发、设计、生产和销售；光伏电站的投资、开发、建设及运营；光伏电力电子产品的研发、生产和销售，并提供智慧能源解决方案。,光伏支架、光伏电力电子产品、光伏电站开发及建设业务,光伏支架系统、光伏储能产品、光伏电站的投资及EPC建设、智慧运维,清洁能源产品的软件及硬件开发、技术引进、生产制造，并提供相关技术咨询与服务；清洁能源产品和节能产品的进出口和批发。(以上商品不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）,清源股份
300891,钛白粉产品的研发、生产和销售。,金红石型钛白粉、锐钛型钛白粉、硫酸、其他产品,金红石型钛白粉、锐钛型钛白粉、硫酸、其他产品,一般项目：颜料制造；颜料销售；基础化学原料制造（不含危险化学品等许可类化学品的制造）；电子专用材料研发；电子专用材料制造；电子专用材料销售；化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；热力生产和供应；余热余压余气利用技术研发；石灰和石膏制造；石灰和石膏销售；专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）；五金产品零售；仪器仪表销售；选矿（除稀土、放射性矿产、钨）；国内贸易代理；进出口代理；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：发电业务、输电业务、供（配）电业务；危险化学品生产；危险化学品经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,惠云钛业
001267,以光模块为主的光通信产品的研发、制造和销售。,园林工程、园林设计、苗木销售、光模块、AOC、光引擎、定制化产品,园林工程、园林设计、苗木销售、光模块、AOC、光引擎、定制化产品,一般项目：工程和技术研究和试验发展；企业总部管理；光通信设备制造；光通信设备销售；光电子器件制造；光电子器件销售；电子元器件制造；电子元器件零售；通信设备销售；软件开发；信息系统集成服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；技术进出口；货物进出口；园林绿化工程施工；树木种植经营；以自有资金从事投资活动；租赁服务（不含许可类租赁服务）。（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）,汇绿生态
000059,石油化工及化学肥料生产与销售。,柴油成品油、聚丙烯树脂、聚乙烯树脂、ABS树脂、化学肥料、混合芳烃、C9、燃料油、沥青、润滑油,柴油成品油、聚丙烯树脂、聚乙烯树脂、ABS树脂、化学肥料、混合芳烃、C9、燃料油、沥青、润滑油,"许可项目：危险化学品生产，危险化学品经营，各类工程建设活动，建设工程设计，特种设备制造，特种设备设计，特种设备安装改造修理，道路货物运输(含危险货物),道路货物运输(不含危险货物),餐饮服务，烟草制品零售(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)一般项目：石油制品销售(不含危险化学品),石油制品制造(不含危险化学品),化工产品销售(不含许可类化工产品),化工产品生产(不含许可类化工产品),塑料制品销售，塑料制品制造，特种设备销售，城市绿化管理，物业管理，食品销售(仅销售预包装食品),日用百货销售，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。子公司的主要经营范围肥料、沥青系列产品生产、销售。",华锦股份
301390,为用户提供电力和新能源的规划咨询、设计、工程建设、运行维护等电力一体化服务和以“光储充”为核心的新能源建设、节能服务、购售电服务、能效管理、碳服务等综合能源服务；提供基于公司云渲染技术、数字孪生三维引擎的数智应用平台开发服务。,电力一体化服务、电力工程建设及电力设备销售、电力运维,电力一体化服务、电力工程建设及电力设备销售、电力运维,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务；软件开发；软件销售；信息系统运行维护服务；信息技术咨询服务；数据处理和存储支持服务；节能管理服务；合同能源管理；碳减排、碳转化、碳捕捉、碳封存技术研发；通信设备制造；通信设备销售；计算机软硬件及外围设备制造；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；输配电及控制设备制造；变压器、整流器和电感器制造；配电开关控制设备制造；电容器及其配套设备制造；仪器仪表制造；电子元器件制造；智能输配电及控制设备销售；电力行业高效节能技术研发；电力设施器材销售；建筑材料销售；机械设备租赁；五金产品批发；五金产品零售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：测绘服务；输电、供电、受电电力设施的安装、维修和试验；发电业务、输电业务、供（配）电业务；建设工程设计；建设工程勘察；建筑智能化系统设计(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,经纬股份
301595,以高性能纳米材料创新为驱动力，集材料研发、技术验证到材料制造、场景应用、全球化运营于一体。,防护马甲、防护手套、防刺割手套、防刺割背心、防刺割白大褂、真空收纳产品、果蔬锁鲜产品、露营帐篷、应急帐篷,防护马甲、防护手套、防刺割手套、防刺割背心、防刺割白大褂、真空收纳产品、果蔬锁鲜产品、露营帐篷、应急帐篷,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；合成材料销售；合成材料制造（不含危险化学品）；高性能纤维及复合材料制造；高性能纤维及复合材料销售；新型膜材料制造；新型膜材料销售；塑料制品制造；塑料制品销售；塑料包装箱及容器制造；日用品销售；日用百货销售；日用品批发；家居用品制造；家居用品销售；厨具卫具及日用杂品批发；厨具卫具及日用杂品研发；厨具卫具及日用杂品零售；摄像及视频制作服务；建筑用金属配件制造；建筑用金属配件销售；化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；互联网销售（除销售需要许可的商品）；日用化学产品销售；日用化学产品制造；包装专用设备制造；包装专用设备销售；家用电器制造；农副产品销售；非居住房地产租赁；泵及真空设备销售；泵及真空设备制造；信息咨询服务（不含许可类信息咨询服务）；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；户外用品销售；产业用纺织制成品制造；产业用纺织制成品销售；货物进出口；技术进出口；保健食品（预包装）销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：食品销售；食品用塑料包装容器工具制品生产；互联网直播技术服务；网络文化经营；酒类经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）【上述经营范围涉及：货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。】,太力科技
000078,药品生产制造及流通、保健品及食品销售、医疗器械销售。,医药研发、医药商业、医药工业,HW130注射液、盐酸达泊西汀片、NEP018、中成药、化药、现代中药,生产经营生物化学原料、制品、试剂及其它相关制品（以上不含专营、专控和专卖商品）；自营进出口业务（按深贸管登证字第70号文规定执行）；开发生物化学产品和其他相关制品；投资兴办实业（具体项目另行申报）；房屋租赁；信息咨询；医药专业领域内技术转让，技术咨询，技术服务；（以上项目不涉及外商投资准入特别管理措施）；预包装食品（不含复热预包装食品）、乳制品（含婴幼儿配方乳粉）批发。,ST海王
603730,汽车内饰件的研发、生产和销售。,汽车顶棚系统、座椅系统内饰件,遮阳板、头枕、顶棚、顶棚中央控制器、扶手,汽车方向盘、遮阳板、换挡手柄、座椅总成和内饰件产品的生产、销售，并提供相关的技术咨询和技术服务，从事货物与技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,岱美股份
002377,路面沥青系列产品的研发、生产及销售。,改性沥青、道路石油沥青、其他沥青、改性沥青加工、道路工程施工及养护,改性沥青、道路石油沥青、其他特种沥青,沥青系列产品的研发、生产、销售、仓储及物流；承接沥青路面工程；环保工程技术开发及应用；电子产品及相关设备的销售；计算机软件、硬件及相关网络技术的开发、设计、技术咨询和销售；企业管理咨询，房产经纪，房产信息咨询，自有物业租赁；货物进出口、技术服务、技术咨询、技术进出口（国家限制和禁止进出口的货物和技术除外）。（涉及许可经营项目，应取得相关部门许可后方可经营）,国创高新
002489,户外休闲家具及用品的研发、设计、生产和销售。,休闲家具、遮阳用品,户外休闲家具、遮阳伞、帐篷,户外用品及家具、遮阳用品、工艺品、金属铁制品的制造、销售；经营进出口业务，投资管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江永强
603688,高纯石英砂、高纯石英管（棒、板、锭、筒）、石英坩埚及其他石英材料的研发、生产与销售。,石英管棒、石英砂、石英坩埚,石英管棒、石英砂、石英坩埚,生产、销售高纯石英砂、石英管、石英坩埚及其他石英制品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：道路货物运输（不含危险货物）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：货物进出口；技术进出口；进出口代理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,石英股份
920122,纺织及轻工产品的检验检测和认证服务、纺织仪器检定校准以及试验用耗材销售等。,检测业务、耗材销售、其他技术服务,检测业务、耗材销售、其他技术服务,"认证；质量检测；技术推广服务；经济贸易咨询；维修检验认证专用仪器设备；企业管理咨询；销售纺织品，化工产品(不含危险化学品),仪器仪表；会议及展览服务(市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动)。",中纺标
601133,为国内外高科技产业的建厂、技改等项目提供专业的洁净系统集成整体解决方案。,洁净室系统集成、机电工艺系统、二次配、产品销售、设计业务,洁净室系统集成、机电工艺系统、二次配、产品销售、设计业务,机电安装工程、建筑装修装饰工程、机电设备安装工程、消防设施工程、电子与智能化工程、环保工程、房屋建筑工程、自控系统工程、净化工程、实验室工程、动物房工程、医用气体工程、特气工程、屏蔽工程的设计、施工、承包、咨询、调试、维修、保养；工程项目咨询与管理服务；压力管道安装；从事水及污水处理、无尘无菌净化设备及零部件的生产、加工、组装、维修；国内贸易；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；开展对外承包工程业务：一、承包与其实力、规模、业绩相适应的国外工程项目；二、对外派遣实施上述境外工程所需的劳务人员。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。一般项目：软件开发；住房租赁；金属结构制造；金属结构销售；工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,柏诚股份
688318,软件销售、维护服务和证券信息服务。,证券行情交易系列软件、金融数据、智能客服,证券行情交易系列软件、金融数据、智能客服,电子产品、计算机软硬件技术开发、技术服务、信息咨询（不含限制项目）。增加：电子产品、计算机软硬件的销售；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；信息技术服务；从事广告业务（法律、行政法规规定应进行广告审批登记的，另行办理审批登记后方可经营）；自有物业租赁。许可经营项目：经营增值电信业务（按《增值电信业务经营许可证》核准业务范围经营）。,财富趋势
002028,输配电设备及其核心零部件的研发、设计、制造、销售与服务，以及工程总包。,开关类业务、变压器类业务、保护及自动化类业务、电力电子类业务、EPC类业务、储能系统及元件类业务,1000kV及以下GIS和GIL、800kV及以下SF6断路器和隔离开关、500kV及以下直流断路器、低压电器、500kV及以下电流互感器、1000kV及以下电压互感器、±800kV及以下交直流套管、750kV及以下变压器、66kV及以下中性点接地成套装置、1000kV及以下电力电容器成套装置、1000kV及以下变电站继电保护设备和监控系统、油色谱在线监测系统、动态无功补偿系统、高压有源滤波系统,电力自动化保护设备，电气设备，电力监测设备，电力自动化实验设备，光电设备，仪器、仪表、软件的研究、开发、生产和销售，电力自动化和电力监测领域的“四技”服务，承包与其实力、规模、业绩相适应的国外工程项目，对外派遣实施上述境外工程所需的劳务人员，实业投资，企业管理服务，自有设备租赁，从事货物和技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),思源电气
000019,批发零售业务、食品加工制造业务、租赁及商务服务业务。,粮油贸易及加工、粮油仓储物流及服务、食品、饮料及茶加工、租赁,粮油贸易及加工、粮油仓储物流及服务、食品、饮料及茶加工、租赁,一般经营项目：粮油收购和销售、粮油储备；粮油及制品经营及加工；生产茶叶、茶制品、茶及天然植物提取物、食品罐头、饮料、土产品(生产场所营业执照另行申办)；饲料的经营及加工（以外包的方式经营）；粮油物流、饲料物流、茶园等项目投资、经营管理及开发；饲料、茶叶销售；仓储服务；粮食流通服务；现代粮食供应链服务；粮油、茶、植物产品、软饮料和食品的技术开发、技术服务；电子商务及信息化建设，信息技术开发及配套服务；投资兴办实业（具体项目另行申报）；国内贸易；经营进出口业务；在合法取得使用权的土地上从事房地产开发经营；自有物业的开发、经营、租售、管理；物业管理；为酒店提供管理服务。(以上涉及国家法律、行政法规、国务院决定规定须报经审批的项目，须经审批后方可经营)。许可证经营项目：预包装食品（不含复热预包装食品）的批发（非实物方式）；信息服务业务（仅限互联网信息服务业务）；普通货运、专业运输（冷藏保鲜）。,深粮控股
601216,能源化工和化工物流。,聚氯乙烯、硅铁、电、片碱、电石、煤、水泥熟料、PTMEG、BDO、甲醇、焦炭,聚氯乙烯、硅铁、电、片碱、电石、煤、水泥熟料、PTMEG、BDO、甲醇、焦炭,电力生产；电力供应；热力生产和供应；商业贸易；化工产品（不含危险品化学品）；再生水销售；污水处理劳务（不含劳务派遣）；电力设施承装、承修、承试业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,君正集团
002983,新型显示材料、模组与终端的全产业链开发设计、生产制造、销售及技术服务的整体方案解决。,新型显示光源及其在传感和健康领域的延伸应用、显示光电系统或模组、车载显示、商业与智能显示,新型显示光源及其在传感和健康领域的延伸应用、显示光电系统或模组、车载显示、商业与智能显示,电子产品、光电和显示产品的技术研发、生产、加工及销售；半导体集成电路的设计、封装、测试及销售；液晶显示背光源、背光模组及配套器件的研发、制作和销售；房屋租赁；物业服务；包装材料销售；自营和代理各类商品和技术的进出口业务（但国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,芯瑞达
600967,主战坦克、轮式战车、中口径火炮等高新武器装备的研发制造。,特种装备,特种装备,坦克装甲车辆及轮式装甲车辆设计、研发、制造、销售及售后服务；机械制造；汽车、专用汽车、铁路车辆、工程机械整车及零配件设计、研发、制造、采购、销售及售后服务；本企业生产所需原辅材料、机械设备、仪器仪表及技术的进口业务；冶炼冲锻工具制造、计算机软件、集装箱配件、金属制品、非金属制品、橡胶制品、塑料制品、铸造材料、模具、普通机械、环保设备、回转支承产品、压力容器产品、特种防护产品、安全应急装备设计、研发、制造、销售及售后服务；铁路机车、货车、客车零部件以及高铁零部件的研制、开发、生产、销售；航空、航天、船舶机械、石油机械、煤炭机械、包装机械、电力设备、风力发电设备零部件的研制、开发、生产、采购、销售及技术服务；矿山机械、液压成型设备及元部件设计、开发、生产、采购、销售及技术服务；煤机设备制造、销售及维修；进出口业务经营(国家禁止或限制公司经营的商品和技术除外)；机械设备安装；特种车辆及零部件研制、开发、生产、采购、销售、维修及技术服务；技术服务；产品试验检测；金属材料、建筑材料、化工产品(危险品除外)的购销；冶金机械；铸造、机械加工、精密加工、装配焊接、组焊装配、数控切割、冲压、特种材料处理、热处理、表面热处理、防腐涂装、劳务分包、仓储、装卸、采掘工程承包，自有房屋租赁，机械设备租赁及其技术咨询服务；普通货运；氮气制品、氩气制品、二氧化碳制品、氧气制品生产、销售；检测和校准技术服务；机电设备保全、修理(安装)、改造。,内蒙一机
301577,磁性元器件的研发、生产与销售。,信号类磁性元器件、功率类磁性元器件,网络变压器、BMS信号变压器、RF射频变压器、片式绕线电感、平板变压器、驱动变压器、POE变压器、电流互感器、共模电感、OBC变压器、PFC电感、BOOST电抗器、AI服务器变压器、一体成型电感,研发、生产和销售：电子变压器、电感、转换器、滤波器、磁性元器件、无线充电产品；设立研发机构；货物进出口，技术进出口；商务代理；商务信息咨询服务；信息技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,美信科技
603757,各类泵的研发、生产、销售及提供相关服务。,民用类产品、商用类产品、工业类产品、配件,农用泵、家用屏蔽泵、液冷泵、立卧式多级离心泵、工业用泵,泵和真空设备及其零件、电机及其零件制造、销售；机械和设备修理；投资与资产管理；货物进出口、技术进出口，太阳能光伏发电、售电服务（凭许可证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,大元泵业
000559,汽车零部件及轴承的研发及制造。,汽车零部件,等速驱动轴、汽车轮毂单元、传动轴、配件,一般项目：汽车零部件及相关机电产品的开发、制造和销售，实业投资开发，金属材料、建筑材料的销售，技术咨询服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：货物进出口；技术进出口；进出口代理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,万向钱潮
688361,为半导体行业客户提供涵盖设备产品、智能软件产品和相关服务的全流程良率管理解决方案。,检测设备、量测设备、良率管理软件,无图形晶圆缺陷检测设备系列、图形晶圆缺陷检测设备系列、明场纳米图形晶圆缺陷检测设备系列、暗场纳米图形晶圆缺陷检测设备系列、三维形貌量测设备系列、介质膜厚量测设备系列、金属膜厚量测设备系列、套刻精度量测设备系列、光学关键尺寸量测设备系列、晶圆平整度量测设备系列、电子束关键尺寸量测设备系列、高深宽比刻蚀结构量测设备系列、硅通孔铜填充空隙量测设备系列、3D曲面玻璃量测设备系列、良率管理系统、半导体缺陷自动分类系统、光刻套刻分析反馈系统,一般经营项目是：研发、设计、销售、上门安装、调试、测试、光电自动化设备、机电自动化设备、光电仪器、光电设备、电子产品、机械产品、计算机及软件、工业自动控制系统、图像及数据处理系统，并提供上述商品的售后维护；并提供相关技术咨询、技术维护、技术转让：从事货物及技术的进出口业务；自有物业租赁。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：自动化设备及仪器、电子产品和机械产品的加工和配件制造。,中科飞测
300257,装备制造及新能源开发、运营。,压缩机系列产品、地热发电业务,压缩机系列产品、地热发电业务,膨胀机、膨胀发电机的制造和销售；气体压缩机械制造；泵及真空设备制造；风机、风扇制造；制冷、空调设备制造；机械设备销售；机械电气设备销售；机械零件、零部件销售；润滑油销售；机械设备租赁；电子、机械设备维护（不含特种设备）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；空气压缩机站工程、地热电站工程的施工及运营维护等。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,开山股份
003004,提供智能化、信息化、行业化的安防整体解决方案和安防运营服务。,综合安防解决方案、安防运营服务,轨道交通智慧安检解决方案、轨道交通综合安防解决方案、金融单位综合安防解决方案、智慧医院综合安防解决方案、低空安全无人机探测与防控系统、智慧停车整体解决方案、监控报警运营服务、安检运营服务、集中判图服务,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务；人工智能应用软件开发；人工智能行业应用系统集成服务；数据处理和存储支持服务；网络与信息安全软件开发；信息安全设备销售；物联网技术研发；物联网设备制造；物联网技术服务；消防技术服务；消防器材销售；计算机系统服务；安全技术防范系统设计施工服务；机械设备销售；电子产品销售；计算机软硬件及辅助设备零售；数字视频监控系统销售；安防设备销售；货物进出口；技术进出口；进出口代理；安全咨询服务；标准化服务；租赁服务（不含许可类租赁服务）；安防设备制造；数字视频监控系统制造。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,声迅股份
300569,风机塔架的制造和销售及新能源发电业务。,风力发电用风机塔架（含混塔及海上风机塔架、单桩）、锚栓、新能源发电,风力发电用风机塔架（含混塔及海上风机塔架、单桩）、锚栓、新能源发电,一般经营项目为金属结构、风力发电设备、化工生产专用设备制造（以上不含特种设备）、风力发电、光伏发电、生物质能源发电、电能销售；风力发电尝光伏发电站、生物质能源电站建设、运行和维护，海上风电基础管桩、塔筒和海外出口海工装备、安装、销售，风力发电设备辅件、零件销售，无运输工具承运陆路、海路运输业务，经营本企业自产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务（国家限定公司经营或禁止进出口的商品及技术除外）。,天能重工
600370,以瓶级聚酯切片、PTA的生产与销售为核心，以热电、PBT工程塑料的生产与销售等业务为补充。,瓶级聚酯切片、PTA、电、蒸汽、工程塑料,瓶级聚酯切片、PTA、电、蒸汽、工程塑料,许可项目：发电、输电、供电业务；技术进出口；货物进出口；进出口代理；道路货物运输（不含危险货物）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：合成材料销售；塑料制品制造；新材料技术推广服务；面料印染加工；面料纺织加工；热力生产和供应；以自有资金从事投资活动（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,*ST三房
300476,高密度印制线路板的研发、生产和销售。,刚性电路板（多层板和HDI为核心）、柔性电路板（单双面板、多层板、刚挠结合板）,刚性电路板（多层板和HDI为核心）、柔性电路板（单双面板、多层板、刚挠结合板）,一般项目：电子元器件制造；电子元器件批发；电子元器件零售；电子专用材料研发（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（以上项目不涉及外商投资准入特别管理措施）,胜宏科技
600302,为服饰、箱包、家居、汽车内饰等产业客户提供系统解决方案和系统服务。,工业缝纫机、零件制造,工业缝纫机、零件制造,一般项目：系列工业缝制设备、特种工业缝纫机、机电一体化产品、机械设备、缝制机械配件的研制、开发、生产及销售；房屋及设备租赁；本企业产品的技术咨询、技术转让、技术服务；系统内职员工技术培训；住宿及餐饮服务；高新技术产业的投资开发；房地产综合开发及物业管理(审批后经营)；信息咨询服务（除专项审批项目）。经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零部件及技术的进口业务；经营进料加工和“三来一补”业务。工业缝制设备网络、服装生产管理系统、仓储物流管理（不含危险化学品）系统、智能仓储物流设备、自动导航无人搬运设备的技术研究和开发，技术转让、服务、咨询；信息系统集成服务；计算机网络系统工程服务；网络安全技术防范系统设计、施工、维修；网络通用和专用元件、器件制造、服务；网络外围设备制造、计算机信息安全设备制造、服务；从事上述商品及技术的进出口业务。服装鞋帽、纺织品、日用品、电子产品、工业设备与配件、钢材、煤炭、木材、橡胶及制品、化工产品、农副产品的批发与零售；摩托车及零配件、汽车及配件、有色金属材料及制品、矿产品、建筑材料的销售；供应链管理，信息咨询，海上、陆路、航空国际货运代理，国内货运代理，仓储、包装等服务，从事货物及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,ST标准
